ID	region	location	collection_date	dataset	genus	species	sub_species	Site	blast_note	ID+species
KR346917.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KR346917.1
GQ257344.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257344.1
NC_034306.1	-			blast	Rhinolophus	Rhinolophus thomasi				Rhinolophus thomasi: NC_034306.1
AB085731.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: AB085731.1
KJ622457.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622457.1
DQ421782.1	-			blast	Rhinolophus	Rhinolophus pusillus	blythi			Rhinolophus pusillus: DQ421782.1
KX099352.1	-			blast	Rhinolophus	Rhinolophus shortridgei				Rhinolophus shortridgei: KX099352.1
GQ257322.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257322.1
KC579374.1	-			blast	Rhinolophus	Rhinolophus sp.	1 PV-2013			Rhinolophus sp.: KC579374.1
FJ185208.1	-			blast	Rhinolophus	Rhinolophus mehelyi				Rhinolophus mehelyi: FJ185208.1
GQ257334.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257334.1
KC579394.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579394.1
MK089295.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MK089295.1
MK976912.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: MK976912.1
KY864374.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KY864374.1
KR346920.1	-			blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: KR346920.1
OZ077432.1	-			blast	Rhinolophus	Rhinolophus hipposideros				Rhinolophus hipposideros: OZ077432.1
GQ257343.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257343.1
KX261900.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261900.1
FJ185197.1	-			blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: FJ185197.1
GQ257350.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257350.1
EF544414.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544414.1
NC_020326.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum	quelpartis			Rhinolophus ferrumequinum: NC_020326.1
KX099347.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: KX099347.1
EF544409.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544409.1
EF217385.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: EF217385.1
FJ185191.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: FJ185191.1
MH029816.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029816.1
EU075212.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: EU075212.1
KJ622500.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622500.1
GQ257337.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257337.1
EF544424.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: EF544424.1
KJ622449.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622449.1
GQ257342.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257342.1
MK976903.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: MK976903.1
KX261907.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261907.1
FJ185186.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: FJ185186.1
GQ368675.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368675.1
KX261910.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261910.1
EF217381.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: EF217381.1
KC579388.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579388.1
GQ368688.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368688.1
KX099340.1	-			blast	Rhinolophus	Rhinolophus malayanus				Rhinolophus malayanus: KX099340.1
DQ865342.1	-			blast	Rhinolophus	Rhinolophus pusillus	blythi			Rhinolophus pusillus: DQ865342.1
EF544418.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: EF544418.1
EU075215.1	-			blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: EU075215.1
KC579370.1	-			blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: KC579370.1
AB085702.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085702.1
EF544410.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544410.1
MH029817.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029817.1
KX261899.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261899.1
GQ257314.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257314.1
GQ368677.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368677.1
KC579371.1	-			blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KC579371.1
FJ185206.1	-			blast	Rhinolophus	Rhinolophus marshalli				Rhinolophus marshalli: FJ185206.1
AB085729.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: AB085729.1
KJ622489.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622489.1
FJ185201.1	-			blast	Rhinolophus	Rhinolophus landeri				Rhinolophus landeri: FJ185201.1
AB085714.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085714.1
KX099335.1	-			blast	Rhinolophus	Rhinolophus monticolus				Rhinolophus monticolus: KX099335.1
KC579395.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: KC579395.1
NC_028536.1	-			blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: NC_028536.1
AB085720.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085720.1
AB085727.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: AB085727.1
KR346929.1	-			blast	Rhinolophus	Rhinolophus luctus				Rhinolophus luctus: KR346929.1
GQ257362.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257362.1
MH029813.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029813.1
FJ185204.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: FJ185204.1
FJ185190.1	-			blast	Rhinolophus	Rhinolophus capensis				Rhinolophus capensis: FJ185190.1
EU075213.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: EU075213.1
EF544400.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544400.1
KJ622461.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622461.1
KJ622477.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622477.1
GQ257355.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257355.1
KC579399.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: KC579399.1
MK976909.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: MK976909.1
NC_036419.1	-			blast	Rhinolophus	Rhinolophus yunanensis				Rhinolophus yunanensis: NC_036419.1
KJ622491.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622491.1
KJ622443.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622443.1
KC579390.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579390.1
EF544423.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: EF544423.1
KR346923.1	-			blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: KR346923.1
GQ257336.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257336.1
MK976904.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: MK976904.1
KR106992.1	-			blast	Rhinolophus	Rhinolophus sinicus	sinicus			Rhinolophus sinicus: KR106992.1
EF217386.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: EF217386.1
GQ368674.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368674.1
EF544401.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544401.1
NC_018539.1	-			blast	Rhinolophus	Rhinolophus luctus				Rhinolophus luctus: NC_018539.1
GQ257359.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257359.1
KC579377.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579377.1
KR346922.1	-			blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: KR346922.1
NC_011304.1	-			blast	Rhinolophus	Rhinolophus formosae				Rhinolophus formosae: NC_011304.1
GU724957.1	-			blast	Rhinolophus	Rhinolophus philippinensis				Rhinolophus philippinensis: GU724957.1
EF544407.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544407.1
GQ257340.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257340.1
GQ257361.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257361.1
EF544421.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: EF544421.1
GQ257323.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257323.1
AB085722.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: AB085722.1
DQ865344.1	-			blast	Rhinolophus	Rhinolophus pusillus	blythi			Rhinolophus pusillus: DQ865344.1
KJ622475.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622475.1
GQ257353.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257353.1
FJ185210.1	-			blast	Rhinolophus	Rhinolophus shameli				Rhinolophus shameli: FJ185210.1
MK976906.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: MK976906.1
KJ622466.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622466.1
GQ257351.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257351.1
AB085704.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085704.1
EF544417.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544417.1
EF217391.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: EF217391.1
KC579379.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579379.1
MH029812.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029812.1
AB085710.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085710.1
KC579385.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579385.1
KR346924.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KR346924.1
KJ622456.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622456.1
KX261903.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261903.1
EF544405.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544405.1
KX261888.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261888.1
KC579398.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579398.1
AB085725.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: AB085725.1
JQ316214.1	-			blast	Rhinolophus	Rhinolophus rouxii				Rhinolophus rouxii: JQ316214.1
GQ257324.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257324.1
KJ622464.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622464.1
AB085724.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: AB085724.1
KR346918.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KR346918.1
EF217388.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: EF217388.1
NC_005434.1	-			blast	Rhinolophus	Rhinolophus pumilus				Rhinolophus pumilus: NC_005434.1
AB085730.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: AB085730.1
DQ421783.1	-			blast	Rhinolophus	Rhinolophus pusillus	blythi			Rhinolophus pusillus: DQ421783.1
KX099345.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: KX099345.1
KR346913.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: KR346913.1
KR346927.1	-			blast	Rhinolophus	Rhinolophus luctus				Rhinolophus luctus: KR346927.1
HM134917.1	-			blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: HM134917.1
KJ622514.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622514.1
GQ257331.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257331.1
JX502555.1	-			blast	Rhinolophus	Rhinolophus yunanensis				Rhinolophus yunanensis: JX502555.1
KJ622445.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622445.1
GQ257341.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257341.1
KC579400.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: KC579400.1
FJ185188.1	-			blast	Rhinolophus	Rhinolophus blasii				Rhinolophus blasii: FJ185188.1
GQ257327.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257327.1
KJ622455.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622455.1
EU075216.1	-			blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: EU075216.1
DQ987605.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: DQ987605.1
EU075211.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: EU075211.1
GQ257311.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257311.1
EF544404.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544404.1
GQ257335.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257335.1
KJ622509.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622509.1
OZ077426.1	-			blast	Rhinolophus	Rhinolophus hipposideros				Rhinolophus hipposideros: OZ077426.1
AB085716.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085716.1
FJ185187.1	-			blast	Rhinolophus	Rhinolophus blasii				Rhinolophus blasii: FJ185187.1
GQ257319.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257319.1
FJ185203.1	-			blast	Rhinolophus	Rhinolophus maclaudi				Rhinolophus maclaudi: FJ185203.1
MH029818.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029818.1
EF544408.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544408.1
KJ622486.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622486.1
KX261906.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261906.1
KC579393.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579393.1
FJ457612.1	-			blast	Rhinolophus	Rhinolophus landeri				Rhinolophus landeri: FJ457612.1
MH029809.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029809.1
AB085706.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085706.1
KC579380.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579380.1
AB085717.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085717.1
GQ257326.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257326.1
EF217387.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: EF217387.1
EF544415.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544415.1
KC579389.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579389.1
MH029806.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029806.1
GQ368669.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368669.1
AB085728.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: AB085728.1
KR346914.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: KR346914.1
GQ257348.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257348.1
FJ185213.1	-			blast	Rhinolophus	Rhinolophus stheno				Rhinolophus stheno: FJ185213.1
KJ622470.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622470.1
GQ257360.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257360.1
FJ185215.1	-			blast	Rhinolophus	Rhinolophus thomasi				Rhinolophus thomasi: FJ185215.1
MH029804.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029804.1
KC579386.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579386.1
EF217392.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: EF217392.1
GQ368682.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368682.1
GQ257318.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257318.1
AB085726.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: AB085726.1
KC579391.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579391.1
KC579383.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579383.1
GQ257356.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257356.1
GQ257317.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257317.1
KC579381.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579381.1
KJ622447.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622447.1
GQ257345.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257345.1
KJ622487.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622487.1
EF544420.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: EF544420.1
MH029815.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029815.1
KX261904.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261904.1
AB085723.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: AB085723.1
JQ316211.1	-			blast	Rhinolophus	Rhinolophus rouxii				Rhinolophus rouxii: JQ316211.1
KR346930.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: KR346930.1
EU075208.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: EU075208.1
KJ622492.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622492.1
KC579387.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579387.1
EF584227.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: EF584227.1
JX502542.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: JX502542.1
FJ185193.1	-			blast	Rhinolophus	Rhinolophus denti				Rhinolophus denti: FJ185193.1
GQ257338.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257338.1
NC_046021.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: NC_046021.1
AB085719.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085719.1
KX261897.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261897.1
AB085705.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085705.1
GQ257363.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257363.1
MK976908.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: MK976908.1
DQ865343.1	-			blast	Rhinolophus	Rhinolophus pusillus	blythi			Rhinolophus pusillus: DQ865343.1
MH036747.1	-			blast	Rhinolophus	Rhinolophus sp.	n. TK-2018			Rhinolophus sp.: MH036747.1
KJ622468.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622468.1
EF217382.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: EF217382.1
JX502547.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: JX502547.1
AB085707.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085707.1
MH029808.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029808.1
KX099342.1	-			blast	Rhinolophus	Rhinolophus malayanus				Rhinolophus malayanus: KX099342.1
AB085712.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085712.1
KX261905.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261905.1
EF544403.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544403.1
AB085715.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085715.1
KX261908.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261908.1
EF544419.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: EF544419.1
GQ257316.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257316.1
JX502536.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: JX502536.1
KX099351.1	-			blast	Rhinolophus	Rhinolophus shortridgei				Rhinolophus shortridgei: KX099351.1
KC579392.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579392.1
MK976905.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: MK976905.1
HM134916.1	-			blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: HM134916.1
MH029807.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029807.1
FJ185198.1	-			blast	Rhinolophus	Rhinolophus hildebrandti				Rhinolophus hildebrandti: FJ185198.1
GQ368683.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368683.1
FJ561748.1	-			blast	Rhinolophus	Rhinolophus sinicus				Rhinolophus sinicus: FJ561748.1
EU075210.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: EU075210.1
KC579373.1	-			blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KC579373.1
KC579372.1	-			blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: KC579372.1
DQ297582.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: DQ297582.1
MH029811.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029811.1
KJ622494.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622494.1
KJ622471.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622471.1
NC_005433.1	-			blast	Rhinolophus	Rhinolophus monoceros				Rhinolophus monoceros: NC_005433.1
GQ368671.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368671.1
GQ368686.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368686.1
FJ185205.1	-			blast	Rhinolophus	Rhinolophus malayanus				Rhinolophus malayanus: FJ185205.1
KC579384.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579384.1
KR346921.1	-			blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: KR346921.1
KX261915.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261915.1
KJ622478.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622478.1
KC579375.1	-			blast	Rhinolophus	Rhinolophus sp.	1 PV-2013			Rhinolophus sp.: KC579375.1
AB085703.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085703.1
AB085721.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: AB085721.1
GQ257354.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257354.1
GQ257349.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257349.1
KJ622465.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622465.1
GQ257330.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257330.1
KP257597.1	-			blast	Rhinolophus	Rhinolophus sinicus	sinicus			Rhinolophus sinicus: KP257597.1
KC579397.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: KC579397.1
GQ257325.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257325.1
EF555788.1	-			blast	Rhinolophus	Rhinolophus monoceros				Rhinolophus monoceros: EF555788.1
KJ622467.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622467.1
GQ257347.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257347.1
